race,sex,gpa,lsat,role,prob0,prob1,idx
White,2,3.30488522089111,7,gen_cf,0.022,0.978,165
White,2,3.33520897368951,7,gen_cf,0.056,0.944,165
White,2,3.3594133457796,7,gen_cf,0.078,0.922,165
White,1,3.3594133457796,7,gen_cf,0.286,0.714,165
White,2,3.74602270054221,9,true_cf,0.628,0.372,165
White,2,3.3594133457796,7,a_flipped,0.078,0.922,165
White,1,3.35944375545505,7,x_nearest,0.276,0.724,165
Black,2,2.94003894128401,13,x_interest,0.242,0.758,169
White,2,3.60272521138882,14,gen_cf,0.066,0.934,169
White,1,3.46613059415838,13,gen_cf,0.408,0.592,169
White,2,3.29522934206801,16,gen_cf,0.114,0.886,169
White,2,3.74114132807667,13,gen_cf,0.208,0.792,169
White,2,3.80279753219673,13,gen_cf,0.06,0.94,169
White,2,3.67898492911113,13,gen_cf,0.032,0.968,169
White,2,3.51036651902952,13,gen_cf,0.174,0.826,169
White,2,3.48077303130356,13,gen_cf,0.28,0.72,169
White,2,3.59929361104786,13,gen_cf,0.082,0.918,169
White,2,3.46198770857318,13,gen_cf,0.346,0.654,169
White,2,3.45446957875267,13,gen_cf,0.512,0.488,169
White,2,3.39061629970637,13,gen_cf,0.298,0.702,169
White,2,3.38604169786683,13,gen_cf,0.284,0.716,169
White,2,3.28656516020432,13,gen_cf,0.386,0.614,169
White,2,3.26592795063907,13,gen_cf,0.24,0.76,169
White,2,3.27976636709855,13,gen_cf,0.376,0.624,169
White,2,3.08499795470583,14,gen_cf,0.252,0.748,169
White,2,2.90783375347792,14,gen_cf,0.198,0.802,169
White,2,3.12433480493722,13,gen_cf,0.234,0.766,169
White,2,2.91656138255887,12,gen_cf,0.086,0.914,169
White,2,2.94003894128401,14,gen_cf,0.096,0.904,169
White,2,2.99195180536619,12,gen_cf,0.266,0.734,169
White,2,2.94003894128401,12,gen_cf,0.042,0.958,169
White,2,3.08282386996844,13,gen_cf,0.242,0.758,169
White,2,2.87010926151666,13,gen_cf,0.142,0.858,169
White,2,2.88160146254335,13,gen_cf,0.13,0.87,169
White,2,2.90908971336817,13,gen_cf,0.27,0.73,169
White,2,2.90783375347792,13,gen_cf,0.27,0.73,169
White,2,2.91395076463636,13,gen_cf,0.274,0.726,169
White,2,2.99458156416302,13,gen_cf,0.27,0.73,169
White,2,2.92037642895624,13,gen_cf,0.148,0.852,169
White,2,2.9434171751013,13,gen_cf,0.134,0.866,169
White,2,2.94350424523297,13,gen_cf,0.134,0.866,169
White,2,2.94003894128401,13,gen_cf,0.128,0.872,169
White,2,3.32664829604662,12,true_cf,0.24,0.76,169
White,2,2.94003894128401,13,a_flipped,0.128,0.872,169
White,1,2.99385089792675,13,x_nearest,0.136,0.864,169
Black,2,3.43639699190859,8,x_interest,0.254,0.746,179
White,1,3.43639699190859,13,gen_cf,0.252,0.748,179
White,2,3.65245676175741,6,gen_cf,0.194,0.806,179
White,2,3.86207292367402,8,gen_cf,0.062,0.938,179
White,2,3.87735505493513,8,gen_cf,0.122,0.878,179
White,2,3.8145492469781,8,gen_cf,0.104,0.896,179
White,2,3.74656455550047,8,gen_cf,0.684,0.316,179
White,2,3.71605129577474,8,gen_cf,0.414,0.586,179
White,2,3.65663223390823,8,gen_cf,0.242,0.758,179
White,2,3.62524127902821,8,gen_cf,0.158,0.842,179
White,2,3.5150502922771,8,gen_cf,0.128,0.872,179
White,2,3.4685558841066,8,gen_cf,0.06,0.94,179
White,2,3.4157155141119,8,gen_cf,0.082,0.918,179
White,2,3.45369384558233,8,gen_cf,0.236,0.764,179
White,2,3.24387478640825,8,gen_cf,0.264,0.736,179
White,2,3.41839788648787,8,gen_cf,0.052,0.948,179
White,2,3.26533908679841,8,gen_cf,0.184,0.816,179
White,2,3.44383691757708,8,gen_cf,0.164,0.836,179
White,2,3.427155795981,8,gen_cf,0.046,0.954,179
White,2,3.43639699190859,8,gen_cf,0.062,0.938,179
White,1,3.13675523866245,8,gen_cf,0.668,0.332,179
White,2,3.8230063466712,9,true_cf,0.034,0.966,179
White,2,3.43639699190859,8,a_flipped,0.062,0.938,179
White,1,3.4337849431177,8,x_nearest,0.206,0.794,179
Black,1,2.41715622075385,6,x_interest,0.91,0.09,204
White,2,3.63168197970068,6,gen_cf,0.338,0.662,204
White,1,3.70773271258641,13,gen_cf,0.204,0.796,204
White,2,3.20987626982568,6,gen_cf,0.058,0.942,204
White,2,3.19335758239962,6,gen_cf,0.34,0.66,204
White,2,3.13709142308683,6,gen_cf,0.106,0.894,204
White,2,3.36054176977415,6,gen_cf,0.346,0.654,204
White,1,3.43677994188162,4,gen_cf,0.122,0.878,204
White,1,3.52774802415318,6,gen_cf,0.542,0.458,204
White,1,3.29412835620209,6,gen_cf,0.446,0.554,204
White,1,3.25836110967899,6,gen_cf,0.238,0.762,204
White,1,3.22518003211587,6,gen_cf,0.42,0.58,204
White,2,2.69219434809589,7,gen_cf,0.708,0.292,204
White,1,3.09400209270082,6,gen_cf,0.63,0.37,204
White,1,2.92065404807074,6,gen_cf,0.802,0.198,204
White,1,2.87145836952699,6,gen_cf,0.728,0.272,204
White,1,3.02026396143901,6,gen_cf,0.608,0.392,204
White,1,2.8378486886001,6,gen_cf,0.606,0.394,204
White,1,2.78494977734362,6,gen_cf,0.518,0.482,204
White,1,2.71812303914133,6,gen_cf,0.604,0.396,204
White,1,2.71355011693281,6,gen_cf,0.578,0.422,204
White,1,2.69113697964913,6,gen_cf,0.634,0.366,204
White,1,2.76917307278855,10,gen_cf,0.378,0.622,204
White,1,2.68091814645991,6,gen_cf,0.508,0.492,204
White,1,2.67892031589466,6,gen_cf,0.496,0.504,204
White,1,2.49506844833592,6,gen_cf,0.236,0.764,204
White,1,2.34279509552438,6,gen_cf,0.52,0.48,204
White,1,2.37284138096736,6,gen_cf,0.422,0.578,204
White,1,2.36799836563307,6,gen_cf,0.426,0.574,204
White,1,2.40020980546484,6,gen_cf,0.426,0.574,204
White,1,2.43997520781455,6,gen_cf,0.354,0.646,204
White,1,2.41715622075385,6,gen_cf,0.348,0.652,204
White,1,2.80376557551646,7,true_cf,0.398,0.602,204
White,1,2.41715622075385,6,a_flipped,0.348,0.652,204
White,2,2.46888041726553,6,x_nearest,0.186,0.814,204
Black,1,2.72818144607543,7,x_interest,0.312,0.688,211
White,1,3.36630369080198,16,gen_cf,0.498,0.502,211
White,2,3.6396641160552,9,gen_cf,0.088,0.912,211
White,2,3.63627963251613,7,gen_cf,0.354,0.646,211
White,2,3.47824342025396,7,gen_cf,0.054,0.946,211
White,2,3.38855199905645,7,gen_cf,0.114,0.886,211
White,2,3.21417429425169,6,gen_cf,0.054,0.946,211
White,2,3.13844581696158,7,gen_cf,0.198,0.802,211
White,2,3.19524378548886,7,gen_cf,0.458,0.542,211
White,1,3.45410646641018,4,gen_cf,0.102,0.898,211
White,1,3.4429009681263,8,gen_cf,0.298,0.702,211
White,2,3.18695540892666,7,gen_cf,0.222,0.778,211
White,1,3.31307957717658,6,gen_cf,0.682,0.318,211
White,2,2.72009464619274,7,gen_cf,0.788,0.212,211
White,1,3.39585680147625,7,gen_cf,0.366,0.634,211
White,1,3.36702213922965,7,gen_cf,0.35,0.65,211
White,1,3.35807024042269,9,gen_cf,0.09,0.91,211
White,1,3.12886345180051,7,gen_cf,0.388,0.612,211
White,1,2.95715362905359,6,gen_cf,0.782,0.218,211
White,1,3.10500492399019,7,gen_cf,0.49,0.51,211
White,1,2.97678629350905,8,gen_cf,0.182,0.818,211
White,1,2.89534014622826,7,gen_cf,0.394,0.606,211
White,1,3.07488245494243,7,gen_cf,0.188,0.812,211
White,1,3.11944305990213,7,gen_cf,0.568,0.432,211
White,1,2.94395820524929,7,gen_cf,0.548,0.452,211
White,1,2.85106144868728,7,gen_cf,0.476,0.524,211
White,1,2.93098371053004,7,gen_cf,0.65,0.35,211
White,1,2.77110768890721,6,gen_cf,0.406,0.594,211
White,1,2.78075276582785,5,gen_cf,0.384,0.616,211
White,1,2.73854579308315,8,gen_cf,0.576,0.424,211
White,1,2.78075276582785,7,gen_cf,0.628,0.372,211
White,1,2.78274348986323,7,gen_cf,0.622,0.378,211
White,1,2.83071405007096,7,gen_cf,0.478,0.522,211
White,1,2.73375475930325,7,gen_cf,0.802,0.198,211
White,1,2.72818144607543,7,gen_cf,0.744,0.256,211
White,1,3.11479080083804,7,true_cf,0.526,0.474,211
White,1,2.72818144607543,7,a_flipped,0.744,0.256,211
White,1,2.73514022546834,7,x_nearest,0.814,0.186,211
Black,1,2.46620498254764,11,x_interest,0.782,0.218,248
White,2,3.675940162998,11,gen_cf,0.028,0.972,248
White,2,3.14441100065954,9,gen_cf,0.406,0.594,248
White,2,3.43876504565607,11,gen_cf,0.16,0.84,248
White,2,3.21090730972354,12,gen_cf,0.196,0.804,248
White,1,2.85177196785748,12,gen_cf,0.124,0.876,248
White,1,2.92467194856024,12,gen_cf,0.07,0.93,248
White,1,3.28435989138387,8,gen_cf,0.556,0.444,248
White,2,3.04653541146459,9,gen_cf,0.23,0.77,248
White,2,3.09821280348126,11,gen_cf,0.304,0.696,248
White,1,2.82164788855101,12,gen_cf,0.158,0.842,248
White,1,2.72523717410903,12,gen_cf,0.266,0.734,248
White,1,2.87941500258952,11,gen_cf,0.08,0.92,248
White,1,2.85190202719237,11,gen_cf,0.218,0.782,248
White,1,2.85177196785748,11,gen_cf,0.218,0.782,248
White,1,2.95718011403213,11,gen_cf,0.178,0.822,248
White,1,3.12132405122378,11,gen_cf,0.238,0.762,248
White,1,3.03097102996924,11,gen_cf,0.44,0.56,248
White,1,2.74049326217813,11,gen_cf,0.288,0.712,248
White,1,3.02861724412444,11,gen_cf,0.434,0.566,248
White,1,2.72523717410903,11,gen_cf,0.242,0.758,248
White,1,3.02519080389738,11,gen_cf,0.424,0.576,248
White,1,2.69681660372482,11,gen_cf,0.27,0.73,248
White,1,2.68968756944486,11,gen_cf,0.218,0.782,248
White,1,2.67588663143052,11,gen_cf,0.112,0.888,248
White,1,2.39701822158494,11,gen_cf,0.388,0.612,248
White,1,2.47390104526727,11,gen_cf,0.556,0.444,248
White,1,2.48269974321027,11,gen_cf,0.578,0.422,248
White,1,2.46620498254764,11,gen_cf,0.56,0.44,248
White,1,2.85281433731025,6,true_cf,0.742,0.258,248
White,1,2.46620498254764,11,a_flipped,0.56,0.44,248
White,1,2.47844975907837,11,x_nearest,0.578,0.422,248
Black,1,2.35923267571452,7,x_interest,0.85,0.15,258
White,2,3.69371727763876,7,gen_cf,0.326,0.674,258
White,2,3.60785678867883,7,gen_cf,0.302,0.698,258
White,2,3.3282807194871,8,gen_cf,0.272,0.728,258
White,1,3.91057222656593,7,gen_cf,0.092,0.908,258
White,1,3.75087282300118,8,gen_cf,0.386,0.614,258
White,1,3.4887661877946,7,gen_cf,0.328,0.672,258
White,1,3.31054655184066,5,gen_cf,0.646,0.354,258
White,1,2.86713497616193,6,gen_cf,0.732,0.268,258
White,1,2.90337145101887,7,gen_cf,0.602,0.398,258
White,1,2.92214210484694,7,gen_cf,0.698,0.302,258
White,1,3.01737630279053,7,gen_cf,0.224,0.776,258
White,1,2.76274985461522,7,gen_cf,0.664,0.336,258
White,1,2.80172536355552,7,gen_cf,0.45,0.55,258
White,1,2.72148250953553,7,gen_cf,0.722,0.278,258
White,1,2.67931810858798,7,gen_cf,0.444,0.556,258
White,1,2.48013522491291,8,gen_cf,0.278,0.722,258
White,1,2.25099690494279,6,gen_cf,0.416,0.584,258
White,1,2.30631301730087,6,gen_cf,0.524,0.476,258
White,1,2.48013522491291,7,gen_cf,0.178,0.822,258
White,1,2.50324112345497,7,gen_cf,0.206,0.794,258
White,1,2.46273737740862,7,gen_cf,0.216,0.784,258
White,1,2.33769264598181,7,gen_cf,0.444,0.556,258
White,1,2.36909205826741,7,gen_cf,0.336,0.664,258
White,1,2.38784600936194,7,gen_cf,0.316,0.684,258
White,1,2.39367976270537,7,gen_cf,0.346,0.654,258
White,1,2.39056463973803,7,gen_cf,0.316,0.684,258
White,1,2.40428192715494,7,gen_cf,0.322,0.678,258
White,1,2.40294875431553,7,gen_cf,0.324,0.676,258
White,1,2.45008850565782,7,gen_cf,0.326,0.674,258
White,1,2.35923267571452,7,gen_cf,0.372,0.628,258
White,1,2.43501553104591,7,gen_cf,0.284,0.716,258
White,1,2.43342766022474,7,gen_cf,0.284,0.716,258
White,1,2.41980304933249,7,gen_cf,0.292,0.708,258
White,1,2.42084390531491,7,gen_cf,0.292,0.708,258
White,1,2.74584203047713,5,true_cf,0.256,0.744,258
White,1,2.35923267571452,7,a_flipped,0.372,0.628,258
White,2,2.46379610310587,7,x_nearest,0.202,0.798,258
Black,2,2.45608811355552,1,x_interest,0.736,0.264,301
White,2,3.10235679898841,7,gen_cf,0.222,0.778,301
White,2,3.26168618771105,5,gen_cf,0.062,0.938,301
White,2,2.78034060375674,5,gen_cf,0.346,0.654,301
White,2,2.67335342323291,6,gen_cf,0.598,0.402,301
White,2,3.27803756176898,1,gen_cf,0.062,0.938,301
White,2,3.2414121412951,1,gen_cf,0.066,0.934,301
White,2,2.87670737027756,4,gen_cf,0.412,0.588,301
White,2,3.21356204918384,1,gen_cf,0.06,0.94,301
White,2,2.87928673729279,2,gen_cf,0.082,0.918,301
White,2,3.16642837993906,1,gen_cf,0.104,0.896,301
White,2,2.98384262432047,2,gen_cf,0.066,0.934,301
White,2,2.79123447711242,3,gen_cf,0.084,0.916,301
White,2,2.65304948989248,2,gen_cf,0.172,0.828,301
White,2,2.64331110691203,3,gen_cf,0.192,0.808,301
White,2,2.5856309658778,3,gen_cf,0.22,0.78,301
White,2,2.86580512941873,1,gen_cf,0.126,0.874,301
White,2,2.86343024469673,1,gen_cf,0.128,0.872,301
White,2,2.80442616715295,1,gen_cf,0.146,0.854,301
White,2,2.7244394273602,1,gen_cf,0.24,0.76,301
White,2,2.59562027199632,2,gen_cf,0.202,0.798,301
White,2,2.71936108781475,1,gen_cf,0.242,0.758,301
White,2,2.72797031120228,1,gen_cf,0.242,0.758,301
White,2,2.7463818736316,1,gen_cf,0.242,0.758,301
White,2,2.67955993537187,1,gen_cf,0.226,0.774,301
White,2,2.54256070277945,3,gen_cf,0.198,0.802,301
White,2,2.66341179793051,1,gen_cf,0.224,0.776,301
White,2,2.47258967873813,2,gen_cf,0.164,0.836,301
White,2,2.46786441337278,2,gen_cf,0.202,0.798,301
White,2,2.46245686857141,3,gen_cf,0.238,0.762,301
White,1,2.45608811355552,10,gen_cf,0.696,0.304,301
White,2,2.45608811355552,3,gen_cf,0.31,0.69,301
White,2,2.45608811355552,2,gen_cf,0.28,0.72,301
White,2,2.58387642507276,1,gen_cf,0.252,0.748,301
White,2,2.57061541014955,1,gen_cf,0.246,0.754,301
White,2,2.55644893255557,1,gen_cf,0.254,0.746,301
White,2,2.47258967873813,1,gen_cf,0.248,0.752,301
White,2,2.47030407406013,1,gen_cf,0.284,0.716,301
White,2,2.46879861676783,1,gen_cf,0.284,0.716,301
White,2,2.46786441337278,1,gen_cf,0.284,0.716,301
White,2,2.84269746831813,12,true_cf,0.038,0.962,301
White,2,2.45608811355552,1,a_flipped,0.362,0.638,301
White,2,2.48779067005455,3,x_nearest,0.184,0.816,301
Black,1,3.01785230592461,11,x_interest,0.122,0.878,322
White,2,3.7415615493544,12,gen_cf,0.28,0.72,322
White,1,3.52607790634017,12,gen_cf,0.616,0.384,322
White,2,3.46853581068824,11,gen_cf,0.086,0.914,322
White,1,3.18539193511577,12,gen_cf,0.702,0.298,322
White,2,3.13513787998309,11,gen_cf,0.558,0.442,322
White,2,3.20027768062451,11,gen_cf,0.502,0.498,322
White,1,3.09211109211876,14,gen_cf,0.248,0.752,322
White,1,3.12242688666597,12,gen_cf,0.304,0.696,322
White,1,3.56197133641503,11,gen_cf,0.568,0.432,322
White,1,3.56359503961291,11,gen_cf,0.556,0.444,322
White,2,2.74013970880406,8,gen_cf,0.812,0.188,322
White,1,3.41676684337515,11,gen_cf,0.458,0.542,322
White,1,3.31209175154453,9,gen_cf,0.108,0.892,322
White,1,3.37294334817085,11,gen_cf,0.576,0.424,322
White,1,3.01785230592461,12,gen_cf,0.236,0.764,322
White,1,3.32183057843745,11,gen_cf,0.632,0.368,322
White,1,3.25358008984846,11,gen_cf,0.076,0.924,322
White,1,3.19431172093686,10,gen_cf,0.77,0.23,322
White,1,3.10077240733629,10,gen_cf,0.49,0.51,322
White,1,3.16638142698507,11,gen_cf,0.428,0.572,322
White,1,3.13863916612535,11,gen_cf,0.416,0.584,322
White,1,2.90590797628585,11,gen_cf,0.166,0.834,322
White,1,3.22301347645673,11,gen_cf,0.372,0.628,322
White,1,2.8899616530133,11,gen_cf,0.054,0.946,322
White,1,3.08006244485953,11,gen_cf,0.164,0.836,322
White,1,3.08296404652475,11,gen_cf,0.196,0.804,322
White,1,3.08756331460315,11,gen_cf,0.206,0.794,322
White,1,2.92532801627661,11,gen_cf,0.118,0.882,322
White,1,2.9253529176422,11,gen_cf,0.118,0.882,322
White,1,3.10351171807738,11,gen_cf,0.246,0.754,322
White,1,2.74208507910942,10,gen_cf,0.436,0.564,322
White,1,3.12242688666597,11,gen_cf,0.238,0.762,322
White,1,3.09459681070482,11,gen_cf,0.21,0.79,322
White,1,2.9672127468587,11,gen_cf,0.08,0.92,322
White,1,3.04089232025092,11,gen_cf,0.394,0.606,322
White,1,3.01785230592461,11,gen_cf,0.334,0.666,322
White,1,2.39166269655847,8,gen_cf,0.156,0.844,322
White,1,3.40446166068723,12,true_cf,0.598,0.402,322
White,1,3.01785230592461,11,a_flipped,0.334,0.666,322
White,1,3.03052924173166,11,x_nearest,0.442,0.558,322
Black,2,2.55324643192232,7,x_interest,0.406,0.594,325
White,2,3.83779000562597,9,gen_cf,0.08,0.92,325
White,2,3.61668812237422,7,gen_cf,0.352,0.648,325
White,2,3.51479000391458,7,gen_cf,0.078,0.922,325
White,2,3.29740437424231,7,gen_cf,0.066,0.934,325
White,2,3.18831390543071,8,gen_cf,0.27,0.73,325
White,2,3.18827101927917,7,gen_cf,0.222,0.778,325
White,2,3.17201500996445,7,gen_cf,0.2,0.8,325
White,2,3.16894348649554,7,gen_cf,0.228,0.772,325
White,2,3.09844134825094,7,gen_cf,0.182,0.818,325
White,2,2.83811894740022,7,gen_cf,0.078,0.922,325
White,2,2.78576129089216,7,gen_cf,0.352,0.648,325
White,2,2.75113705076981,7,gen_cf,0.794,0.206,325
White,2,2.72536383369562,7,gen_cf,0.776,0.224,325
White,2,2.69910490224359,7,gen_cf,0.762,0.238,325
White,2,2.69042988305201,7,gen_cf,0.712,0.288,325
White,2,2.76215268751721,7,gen_cf,0.722,0.278,325
White,2,2.68937521719366,7,gen_cf,0.712,0.288,325
White,2,2.6749139225629,7,gen_cf,0.464,0.536,325
White,2,2.63659222913277,7,gen_cf,0.236,0.764,325
White,2,2.57117411966362,7,gen_cf,0.222,0.778,325
White,2,2.60566683434559,7,gen_cf,0.344,0.656,325
White,2,2.55808715852149,7,gen_cf,0.218,0.782,325
White,2,2.61274671531307,7,gen_cf,0.344,0.656,325
White,2,2.60223971070865,7,gen_cf,0.366,0.634,325
White,2,2.47090947408919,7,gen_cf,0.18,0.82,325
White,2,2.52509249952431,7,gen_cf,0.276,0.724,325
White,2,2.55324643192232,7,gen_cf,0.22,0.78,325
White,2,2.5139704194386,7,gen_cf,0.276,0.724,325
White,2,2.93985578668493,11,true_cf,0.168,0.832,325
White,2,2.55324643192232,7,a_flipped,0.22,0.78,325
White,1,2.49198612441218,7,x_nearest,0.16,0.84,325
Black,2,3.07274671973565,12,x_interest,0.774,0.226,330
White,2,3.55437433371697,15,gen_cf,0.028,0.972,330
White,2,3.63148075359478,12,gen_cf,0.104,0.896,330
White,2,3.61322754993565,12,gen_cf,0.386,0.614,330
White,2,3.55301222133707,12,gen_cf,0.12,0.88,330
White,2,3.38379179884749,12,gen_cf,0.122,0.878,330
White,2,3.37898394621056,12,gen_cf,0.108,0.892,330
White,2,3.37460733133207,12,gen_cf,0.104,0.896,330
White,2,3.40111049551435,12,gen_cf,0.158,0.842,330
White,1,3.43538988029392,12,gen_cf,0.468,0.532,330
White,2,3.46273955244578,6,gen_cf,0.24,0.76,330
White,2,3.29037837346602,12,gen_cf,0.196,0.804,330
White,2,3.29652878383662,12,gen_cf,0.184,0.816,330
White,2,3.27308430515796,12,gen_cf,0.2,0.8,330
White,2,3.26695749163566,12,gen_cf,0.216,0.784,330
White,1,3.60932786075918,12,gen_cf,0.424,0.576,330
White,2,3.13881067765019,12,gen_cf,0.324,0.676,330
White,2,3.13764482167436,12,gen_cf,0.322,0.678,330
White,2,3.20482432711489,12,gen_cf,0.288,0.712,330
White,2,2.86283808709177,12,gen_cf,0.024,0.976,330
White,2,2.8717034075475,12,gen_cf,0.076,0.924,330
White,2,2.88680462340815,9,gen_cf,0.116,0.884,330
White,2,2.89806348653458,12,gen_cf,0.146,0.854,330
White,2,2.90093724285086,12,gen_cf,0.134,0.866,330
White,2,2.98386805442517,12,gen_cf,0.364,0.636,330
White,2,2.98990353371996,12,gen_cf,0.268,0.732,330
White,2,3.09267337730291,12,gen_cf,0.198,0.802,330
White,2,3.03553330076327,12,gen_cf,0.396,0.604,330
White,2,3.05252709784733,12,gen_cf,0.202,0.798,330
White,2,3.06540601103171,12,gen_cf,0.3,0.7,330
White,2,3.06642476922423,12,gen_cf,0.3,0.7,330
White,2,3.07274671973565,12,gen_cf,0.29,0.71,330
White,2,3.45935607449826,11,true_cf,0.246,0.754,330
White,2,3.07274671973565,12,a_flipped,0.29,0.71,330
White,2,3.05577206877541,12,x_nearest,0.202,0.798,330
Black,2,3.0224082334626,5,x_interest,0.072,0.928,338
White,2,3.57144033448483,6,gen_cf,0.412,0.588,338
White,2,3.38170103788119,12,gen_cf,0.122,0.878,338
White,2,3.56297055173505,8,gen_cf,0.362,0.638,338
White,2,3.35618835421081,6,gen_cf,0.304,0.696,338
White,2,3.38170103788119,7,gen_cf,0.028,0.972,338
White,2,3.56297055173505,5,gen_cf,0.446,0.554,338
White,2,3.34822180293227,7,gen_cf,0.022,0.978,338
White,2,3.38170103788119,5,gen_cf,0.102,0.898,338
White,2,3.48217725617516,5,gen_cf,0.436,0.564,338
White,2,3.42886802094232,5,gen_cf,0.292,0.708,338
White,2,3.35321728257025,5,gen_cf,0.174,0.826,338
White,2,3.4641454673566,5,gen_cf,0.208,0.792,338
White,2,3.300168059222,5,gen_cf,0.082,0.918,338
White,2,3.27304559217766,5,gen_cf,0.092,0.908,338
White,2,3.23809972226547,5,gen_cf,0.038,0.962,338
White,2,3.20899830219388,5,gen_cf,0.082,0.918,338
White,2,3.05101789499492,6,gen_cf,0.116,0.884,338
White,2,3.13634568344359,5,gen_cf,0.178,0.822,338
White,2,3.17420049792025,5,gen_cf,0.262,0.738,338
White,2,3.16946563850931,5,gen_cf,0.276,0.724,338
White,2,3.09522887450421,5,gen_cf,0.136,0.864,338
White,2,3.09813416989104,5,gen_cf,0.132,0.868,338
White,2,3.07841981881341,5,gen_cf,0.18,0.82,338
White,2,2.95151904198816,5,gen_cf,0.184,0.816,338
White,2,2.98451360157546,5,gen_cf,0.298,0.702,338
White,2,2.99257686047123,5,gen_cf,0.24,0.76,338
White,2,2.99299483645105,5,gen_cf,0.236,0.764,338
White,2,3.05998327051752,5,gen_cf,0.116,0.884,338
White,2,3.05564467055471,5,gen_cf,0.084,0.916,338
White,2,3.04567378122023,5,gen_cf,0.068,0.932,338
White,2,3.06298960996444,5,gen_cf,0.118,0.882,338
White,2,3.0224082334626,5,gen_cf,0.108,0.892,338
White,2,3.40901758822522,8,true_cf,0.03,0.97,338
White,2,3.0224082334626,5,a_flipped,0.108,0.892,338
White,1,3.0064885137454,5,x_nearest,0.438,0.562,338
Black,2,2.59596433259824,7,x_interest,0.742,0.258,350
White,2,3.63326604732642,7,gen_cf,0.31,0.69,350
White,2,3.78440505591615,7,gen_cf,0.084,0.916,350
White,2,3.57972019194848,7,gen_cf,0.17,0.83,350
White,2,3.3970090726791,8,gen_cf,0.256,0.744,350
White,2,3.3892802941528,7,gen_cf,0.12,0.88,350
White,2,3.15470404605065,6,gen_cf,0.102,0.898,350
White,2,3.33969369576239,7,gen_cf,0.03,0.97,350
White,2,3.34312529190139,7,gen_cf,0.034,0.966,350
White,2,3.12741244531037,7,gen_cf,0.34,0.66,350
White,2,2.78320696236168,7,gen_cf,0.566,0.434,350
White,2,2.78180214609574,7,gen_cf,0.574,0.426,350
White,2,2.74651951401221,7,gen_cf,0.786,0.214,350
White,2,2.73025680306356,7,gen_cf,0.748,0.252,350
White,2,2.72644120925953,7,gen_cf,0.784,0.216,350
White,2,2.94870092310787,9,gen_cf,0.396,0.604,350
White,2,2.93449162665497,9,gen_cf,0.164,0.836,350
White,2,2.75973120232102,7,gen_cf,0.752,0.248,350
White,2,2.66197578655971,7,gen_cf,0.43,0.57,350
White,2,2.66617533992719,7,gen_cf,0.37,0.63,350
White,2,2.65083384761147,7,gen_cf,0.344,0.656,350
White,2,2.63555417117745,7,gen_cf,0.236,0.764,350
White,2,2.63532570136278,7,gen_cf,0.236,0.764,350
White,2,2.63201234200611,7,gen_cf,0.238,0.762,350
White,2,2.58502622565177,7,gen_cf,0.262,0.738,350
White,2,2.59945572967607,7,gen_cf,0.388,0.612,350
White,2,2.60681853263874,7,gen_cf,0.346,0.654,350
White,2,2.59596433259824,7,gen_cf,0.39,0.61,350
White,2,2.60621853011006,7,gen_cf,0.344,0.656,350
White,2,2.60131785052965,7,gen_cf,0.366,0.634,350
White,2,2.61412617010242,7,gen_cf,0.328,0.672,350
White,2,2.61495287311757,7,gen_cf,0.328,0.672,350
White,2,2.62144239936287,7,gen_cf,0.286,0.714,350
White,2,2.98257368736086,12,true_cf,0.484,0.516,350
White,2,2.59596433259824,7,a_flipped,0.39,0.61,350
White,2,2.63599249816221,7,x_nearest,0.236,0.764,350
Black,1,2.67065143400907,10,x_interest,0.274,0.726,384
White,1,3.39643381377126,13,gen_cf,0.436,0.564,384
White,2,3.78657947270617,10,gen_cf,0.206,0.794,384
White,1,2.86573533570571,13,gen_cf,0.234,0.766,384
White,2,3.34084685282049,9,gen_cf,0.286,0.714,384
White,2,3.21156370801478,9,gen_cf,0.168,0.832,384
White,1,3.15767281392084,12,gen_cf,0.776,0.224,384
White,1,2.71149073143079,13,gen_cf,0.638,0.362,384
White,1,3.43361059388724,10,gen_cf,0.044,0.956,384
White,1,3.20163940426512,6,gen_cf,0.708,0.292,384
White,1,3.3906314354814,10,gen_cf,0.218,0.782,384
White,1,3.07237106736004,12,gen_cf,0.198,0.802,384
White,1,3.13799367665921,10,gen_cf,0.462,0.538,384
White,1,3.19209480233637,10,gen_cf,0.762,0.238,384
White,1,2.94222146378351,9,gen_cf,0.122,0.878,384
White,1,2.69937757384417,12,gen_cf,0.278,0.722,384
White,1,2.86011920095109,10,gen_cf,0.41,0.59,384
White,1,2.94794426427663,10,gen_cf,0.61,0.39,384
White,1,2.93857328155305,10,gen_cf,0.448,0.552,384
White,1,2.83328552140314,10,gen_cf,0.542,0.458,384
White,1,2.77897232608427,10,gen_cf,0.598,0.402,384
White,1,2.7215072445559,10,gen_cf,0.414,0.586,384
White,1,2.71149073143079,10,gen_cf,0.522,0.478,384
White,1,2.70536274931731,10,gen_cf,0.624,0.376,384
White,1,2.67666196946019,11,gen_cf,0.108,0.892,384
White,1,2.68891707537785,10,gen_cf,0.534,0.466,384
White,1,2.67787110725337,10,gen_cf,0.384,0.616,384
White,1,2.67602140261325,10,gen_cf,0.39,0.61,384
White,1,2.67436859529806,10,gen_cf,0.404,0.596,384
White,1,2.66839869346083,10,gen_cf,0.408,0.592,384
White,1,2.67065143400907,10,gen_cf,0.404,0.596,384
