age,capital_gain,capital_loss,education,education_num,hours_per_week,martial_status,occupation,race,relationship,sex,workclass,role,prob0,prob1,idx
41,552,0,Bachelors,13,40,Married-civ-spouse,Craft-repair,White,Husband,Male,Local-gov,gen_cf,0.738,0.262,183
41,0,0,Bachelors,13,40,Married-civ-spouse,Craft-repair,White,Husband,Male,Local-gov,gen_cf,0.738,0.262,183
36,7298,0,Bachelors,13,36,Married-civ-spouse,Other-service,Black,Husband,Male,Private,x_interest,0.064,0.936,196
36,7298,0,Bachelors,12,54,Married-AF-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.32,0.68,196
36,7298,0,Bachelors,11,42,Married-AF-spouse,Armed-Forces,White,Husband,Male,Private,gen_cf,0.268,0.732,196
36,7298,0,Bachelors,13,57,Married-civ-spouse,Exec-managerial,White,Husband,Female,Private,gen_cf,0.034,0.966,196
63,8853,285,Bachelors,13,52,Married-civ-spouse,Other-service,White,Husband,Male,Self-emp-not-inc,gen_cf,0.14,0.86,196
63,9165,351,Bachelors,13,49,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.132,0.868,196
36,2134,105,Bachelors,13,41,Married-civ-spouse,Tech-support,White,Husband,Male,Local-gov,gen_cf,0.294,0.706,196
36,7298,0,Bachelors,13,53,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.1,0.9,196
26,7298,0,Bachelors,13,36,Married-civ-spouse,Sales,White,Husband,Male,Private,gen_cf,0.252,0.748,196
36,7298,0,Bachelors,13,46,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.098,0.902,196
36,7298,0,Bachelors,13,43,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.096,0.904,196
36,7298,0,Bachelors,13,42,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.082,0.918,196
36,7298,0,Bachelors,13,36,Married-civ-spouse,Tech-support,White,Husband,Male,Private,gen_cf,0.06,0.94,196
36,7298,0,Bachelors,13,36,Married-civ-spouse,Prof-specialty,White,Husband,Male,Private,gen_cf,0.07,0.93,196
57,7298,0,Bachelors,13,36,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.1,0.9,196
36,7298,0,Bachelors,13,32,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.078,0.922,196
36,7298,0,Bachelors,13,36,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.058,0.942,196
44,0,0,HS-grad,9,40,Married-civ-spouse,Transport-moving,Black,Husband,Male,Local-gov,x_interest,0.922,0.078,200
28,0,337,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Self-emp-inc,gen_cf,0.75,0.25,200
26,2044,324,HS-grad,9,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.97,0.03,200
28,1234,0,HS-grad,9,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Self-emp-inc,gen_cf,0.794,0.206,200
44,783,0,HS-grad,10,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Without-pay,gen_cf,0.8,0.2,200
44,0,0,HS-grad,10,40,Married-civ-spouse,Sales,White,Husband,Male,Self-emp-not-inc,gen_cf,0.63,0.37,200
44,761,0,HS-grad,9,46,Married-civ-spouse,Transport-moving,White,Husband,Male,State-gov,gen_cf,0.746,0.254,200
39,2450,313,HS-grad,8,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Self-emp-not-inc,gen_cf,0.662,0.338,200
49,0,0,HS-grad,10,40,Married-civ-spouse,Sales,White,Husband,Male,Local-gov,gen_cf,0.468,0.532,200
44,0,0,HS-grad,9,44,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.62,0.38,200
44,0,0,HS-grad,9,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Self-emp-inc,gen_cf,0.448,0.552,200
53,0,0,HS-grad,9,51,Married-civ-spouse,Transport-moving,White,Husband,Male,Local-gov,gen_cf,0.742,0.258,200
44,0,0,HS-grad,9,48,Married-civ-spouse,Transport-moving,White,Husband,Male,Local-gov,gen_cf,0.758,0.242,200
44,0,0,HS-grad,9,46,Married-civ-spouse,Transport-moving,White,Husband,Male,Local-gov,gen_cf,0.812,0.188,200
44,0,0,HS-grad,9,44,Married-civ-spouse,Transport-moving,White,Husband,Male,Local-gov,gen_cf,0.804,0.196,200
49,0,0,HS-grad,9,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Local-gov,gen_cf,0.836,0.164,200
42,0,0,HS-grad,9,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Local-gov,gen_cf,0.788,0.212,200
44,0,0,HS-grad,9,40,Married-civ-spouse,Exec-managerial,White,Husband,Male,Local-gov,gen_cf,0.232,0.768,200
44,0,0,HS-grad,9,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Local-gov,gen_cf,0.842,0.158,200
37,0,0,Bachelors,13,60,Never-married,Exec-managerial,Black,Not-in-family,Male,Private,x_interest,0.244,0.756,205
46,7731,260,Bachelors,13,67,Married-AF-spouse,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.22,0.78,205
62,0,0,Bachelors,13,50,Married-civ-spouse,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.19,0.81,205
38,7,512,Bachelors,13,54,Divorced,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.306,0.694,205
24,1771,0,Bachelors,13,60,Never-married,Prof-specialty,White,Not-in-family,Female,Private,gen_cf,0.882,0.118,205
37,0,0,Bachelors,13,50,Married-civ-spouse,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.26,0.74,205
37,0,0,Bachelors,13,60,Married-AF-spouse,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.372,0.628,205
37,0,0,Bachelors,12,63,Married-civ-spouse,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.426,0.574,205
22,0,0,Bachelors,13,48,Never-married,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.932,0.068,205
45,1341,0,Bachelors,13,72,Never-married,Exec-managerial,White,Not-in-family,Female,Private,gen_cf,0.334,0.666,205
37,0,0,Bachelors,14,60,Never-married,Prof-specialty,White,Not-in-family,Male,Private,gen_cf,0.516,0.484,205
37,0,0,Bachelors,13,45,Never-married,Exec-managerial,White,Not-in-family,Female,Private,gen_cf,0.618,0.382,205
37,1052,0,Bachelors,13,61,Never-married,Prof-specialty,White,Not-in-family,Male,Private,gen_cf,0.54,0.46,205
37,0,0,Bachelors,13,64,Never-married,Prof-specialty,White,Not-in-family,Male,Private,gen_cf,0.54,0.46,205
37,0,0,Bachelors,13,60,Never-married,Prof-specialty,White,Not-in-family,Male,Private,gen_cf,0.53,0.47,205
44,4928,0,Bachelors,13,32,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.622,0.378,205
29,1012,15,Bachelors,13,60,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.756,0.244,205
25,919,0,Bachelors,13,60,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.798,0.202,205
46,0,0,Bachelors,13,61,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.274,0.726,205
45,0,0,Bachelors,13,60,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.274,0.726,205
37,0,0,Bachelors,13,50,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.484,0.516,205
31,0,0,Bachelors,13,60,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.606,0.394,205
42,0,0,Bachelors,13,60,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.272,0.728,205
40,0,0,Bachelors,13,60,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.31,0.69,205
38,0,0,Bachelors,13,60,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.346,0.654,205
37,0,0,Bachelors,13,60,Never-married,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.346,0.654,205
90,0,2206,HS-grad,9,40,Never-married,Other-service,Black,Not-in-family,Male,Private,x_interest,0.968,0.032,211
65,0,1681,HS-grad,9,40,Married-AF-spouse,Tech-support,White,Not-in-family,Male,Private,gen_cf,0.78,0.22,211
47,0,1761,HS-grad,9,40,Divorced,Handlers-cleaners,White,Not-in-family,Male,Without-pay,gen_cf,0.93,0.07,211
72,0,1578,Assoc-acdm,9,43,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.878,0.122,211
74,1946,1236,Masters,9,40,Never-married,Other-service,White,Not-in-family,Female,Private,gen_cf,0.786,0.214,211
69,0,1776,HS-grad,9,40,Never-married,Machine-op-inspct,White,Not-in-family,Female,Private,gen_cf,0.924,0.076,211
90,0,1516,HS-grad,11,44,Never-married,Prof-specialty,White,Not-in-family,Male,Private,gen_cf,0.576,0.424,211
72,0,1708,Assoc-acdm,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.906,0.094,211
90,0,1723,HS-grad,9,50,Never-married,Other-service,White,Not-in-family,Male,Local-gov,gen_cf,0.9,0.1,211
90,0,1422,HS-grad,9,48,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.908,0.092,211
75,0,1876,HS-grad,9,25,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.964,0.036,211
52,988,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Female,Private,gen_cf,0.952,0.048,211
90,0,2206,HS-grad,9,55,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.908,0.092,211
90,0,2206,HS-grad,9,49,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.914,0.086,211
90,0,1578,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.946,0.054,211
90,0,1867,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.956,0.044,211
90,0,1890,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.96,0.04,211
90,0,1929,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.96,0.04,211
73,1162,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.952,0.048,211
56,0,2291,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.95,0.05,211
90,0,1986,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.964,0.036,211
69,0,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.95,0.05,211
74,0,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.954,0.046,211
75,0,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.954,0.046,211
82,0,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.958,0.042,211
90,1946,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.96,0.04,211
90,0,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.958,0.042,211
87,0,2206,HS-grad,9,40,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.958,0.042,211
54,0,0,HS-grad,9,20,Married-civ-spouse,Adm-clerical,Black,Husband,Male,Private,x_interest,0.96,0.04,212
54,0,1572,Assoc-acdm,9,69,Married-civ-spouse,Farming-fishing,White,Husband,Male,Private,gen_cf,0.47,0.53,212
58,3234,0,HS-grad,9,20,Married-civ-spouse,Protective-serv,White,Husband,Male,Self-emp-inc,gen_cf,0.486,0.514,212
54,0,0,HS-grad,9,69,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.51,0.49,212
56,0,0,HS-grad,9,13,Married-civ-spouse,Sales,White,Husband,Male,Private,gen_cf,0.724,0.276,212
54,0,0,HS-grad,9,20,Married-civ-spouse,Prof-specialty,White,Husband,Male,Private,gen_cf,0.774,0.226,212
30,1549,0,HS-grad,10,19,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.904,0.096,212
54,0,0,HS-grad,9,20,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.698,0.302,212
28,0,0,HS-grad,9,20,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.966,0.034,212
54,0,0,HS-grad,9,34,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.868,0.132,212
58,0,0,HS-grad,9,20,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.828,0.172,212
57,0,0,HS-grad,9,20,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.88,0.12,212
52,0,0,HS-grad,9,20,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.888,0.112,212
54,0,0,HS-grad,9,20,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.904,0.096,212
35,3674,0,11th,7,40,Separated,Transport-moving,Black,Not-in-family,Male,Private,x_interest,0.952,0.048,218
29,5830,227,Assoc-voc,7,31,Married-civ-spouse,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.56,0.44,218
41,3674,0,Assoc-voc,6,40,Divorced,Transport-moving,White,Own-child,Male,Private,gen_cf,0.882,0.118,218
35,3674,0,11th,7,49,Married-civ-spouse,Craft-repair,White,Not-in-family,Male,Private,gen_cf,0.658,0.342,218
25,4389,435,11th,7,40,Divorced,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.888,0.112,218
28,3723,32,11th,7,40,Married-civ-spouse,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.886,0.114,218
28,3674,117,11th,7,40,Married-civ-spouse,Exec-managerial,White,Husband,Male,Private,gen_cf,0.82,0.18,218
34,3674,0,HS-grad,7,40,Married-spouse-absent,Transport-moving,White,Own-child,Male,Private,gen_cf,0.946,0.054,218
35,1277,0,11th,11,40,Never-married,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.96,0.04,218
34,3674,0,11th,7,44,Married-civ-spouse,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.64,0.36,218
35,3674,0,11th,7,40,Married-civ-spouse,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.706,0.294,218
35,3674,0,11th,7,40,Divorced,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.946,0.054,218
35,224,0,HS-grad,9,53,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.968,0.032,218
27,3674,0,11th,7,52,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.876,0.124,218
28,2017,0,11th,7,40,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.976,0.024,218
36,1676,0,11th,7,43,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.914,0.086,218
35,3674,0,11th,7,52,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.812,0.188,218
35,1240,0,11th,7,40,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.956,0.044,218
34,3674,0,11th,7,33,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.952,0.048,218
35,2017,0,11th,7,40,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.956,0.044,218
35,3674,0,11th,7,34,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.948,0.052,218
35,4512,0,11th,7,40,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.894,0.106,218
35,4389,0,11th,7,40,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.894,0.106,218
34,3674,0,11th,7,40,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.95,0.05,218
35,3674,0,11th,7,40,Separated,Transport-moving,White,Not-in-family,Male,Private,gen_cf,0.944,0.056,218
41,0,0,HS-grad,9,38,Divorced,Sales,Black,Unmarried,Female,Private,x_interest,1,0,219
48,0,184,HS-grad,9,50,Married-civ-spouse,Sales,White,Husband,Female,Private,gen_cf,0.584,0.416,219
41,0,0,HS-grad,9,53,Divorced,Protective-serv,White,Unmarried,Male,Private,gen_cf,0.87,0.13,219
49,3963,0,HS-grad,9,47,Divorced,Craft-repair,White,Unmarried,Male,Private,gen_cf,0.94,0.06,219
59,0,70,HS-grad,10,43,Divorced,Sales,White,Not-in-family,Female,Private,gen_cf,0.968,0.032,219
41,0,385,HS-grad,9,60,Divorced,Sales,White,Husband,Female,Private,gen_cf,0.848,0.152,219
42,0,0,HS-grad,9,43,Divorced,Sales,White,Husband,Male,Private,gen_cf,0.766,0.234,219
41,1846,181,HS-grad,9,41,Divorced,Sales,White,Unmarried,Male,Private,gen_cf,0.982,0.018,219
41,0,0,HS-grad,9,42,Divorced,Sales,White,Unmarried,Male,Private,gen_cf,0.972,0.028,219
41,1852,0,HS-grad,9,38,Divorced,Sales,White,Not-in-family,Male,Private,gen_cf,0.996,0.004,219
49,0,0,HS-grad,9,38,Divorced,Transport-moving,White,Unmarried,Male,Private,gen_cf,0.964,0.036,219
41,0,0,HS-grad,9,59,Divorced,Sales,White,Unmarried,Female,Private,gen_cf,0.924,0.076,219
51,0,0,HS-grad,9,38,Divorced,Sales,White,Own-child,Female,Private,gen_cf,1,0,219
41,0,0,HS-grad,9,53,Divorced,Sales,White,Unmarried,Female,Private,gen_cf,0.956,0.044,219
41,0,0,HS-grad,9,50,Divorced,Sales,White,Unmarried,Female,Private,gen_cf,0.962,0.038,219
41,0,0,HS-grad,9,42,Divorced,Sales,White,Unmarried,Female,Private,gen_cf,0.982,0.018,219
41,0,0,HS-grad,9,41,Divorced,Sales,White,Unmarried,Female,Private,gen_cf,0.996,0.004,219
40,0,0,HS-grad,9,38,Divorced,Sales,White,Unmarried,Female,Private,gen_cf,1,0,219
41,0,0,HS-grad,9,38,Divorced,Sales,White,Unmarried,Female,Private,gen_cf,1,0,219
42,0,0,Bachelors,13,40,Married-civ-spouse,Adm-clerical,Black,Wife,Female,Private,x_interest,0.744,0.256,238
42,2176,1079,Bachelors,13,40,Married-civ-spouse,Tech-support,White,Husband,Male,Private,gen_cf,0.258,0.742,238
26,0,0,Bachelors,15,43,Married-civ-spouse,Adm-clerical,White,Husband,Male,Without-pay,gen_cf,0.426,0.574,238
42,1158,0,Bachelors,13,40,Married-civ-spouse,Transport-moving,White,Own-child,Male,Private,gen_cf,0.582,0.418,238
42,1294,0,Bachelors,13,45,Married-civ-spouse,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.608,0.392,238
42,56,332,Bachelors,13,45,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.63,0.37,238
71,200,0,Bachelors,9,40,Married-civ-spouse,Protective-serv,White,Wife,Female,Private,gen_cf,0.292,0.708,238
42,0,0,Bachelors,13,46,Married-civ-spouse,Prof-specialty,White,Other-relative,Female,Local-gov,gen_cf,0.588,0.412,238
42,0,0,Bachelors,13,40,Married-civ-spouse,Protective-serv,White,Wife,Male,Private,gen_cf,0.152,0.848,238
56,0,158,Bachelors,14,40,Married-civ-spouse,Adm-clerical,White,Not-in-family,Male,Private,gen_cf,0.496,0.504,238
42,1778,716,Bachelors,14,40,Married-civ-spouse,Adm-clerical,White,Husband,Male,Private,gen_cf,0.622,0.378,238
41,3578,0,Bachelors,13,40,Married-civ-spouse,Adm-clerical,White,Husband,Female,Private,gen_cf,0.548,0.452,238
42,0,559,Bachelors,13,40,Married-civ-spouse,Exec-managerial,White,Wife,Male,Private,gen_cf,0.056,0.944,238
42,1053,0,Bachelors,13,40,Married-civ-spouse,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.594,0.406,238
45,0,0,Bachelors,13,40,Married-civ-spouse,Transport-moving,White,Wife,Female,Private,gen_cf,0.582,0.418,238
42,0,0,Bachelors,13,40,Married-civ-spouse,Protective-serv,White,Wife,Female,Private,gen_cf,0.182,0.818,238
40,0,0,Prof-school,15,37,Married-civ-spouse,Prof-specialty,White,Wife,Female,Private,gen_cf,0.066,0.934,238
54,0,0,Bachelors,13,41,Married-civ-spouse,Exec-managerial,White,Wife,Female,Private,gen_cf,0.096,0.904,238
42,0,372,Bachelors,9,31,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.688,0.312,238
42,0,0,Bachelors,9,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.64,0.36,238
47,0,0,Bachelors,12,46,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.584,0.416,238
42,0,0,Bachelors,13,40,Married-civ-spouse,Exec-managerial,White,Wife,Female,Private,gen_cf,0.1,0.9,238
48,0,0,Bachelors,13,30,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.558,0.442,238
42,0,0,Bachelors,13,43,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.644,0.356,238
42,0,0,Bachelors,13,42,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.62,0.38,238
47,0,0,Bachelors,13,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.588,0.412,238
42,0,0,Bachelors,13,39,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.614,0.386,238
42,0,0,Bachelors,13,40,Married-civ-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.63,0.37,238
59,0,0,10th,6,30,Widowed,Other-service,Black,Unmarried,Female,Local-gov,x_interest,0.99,0.01,239
59,0,0,9th,7,47,Married-civ-spouse,Other-service,White,Not-in-family,Female,State-gov,gen_cf,0.828,0.172,239
59,0,0,Masters,9,54,Married-civ-spouse,Other-service,White,Own-child,Male,Local-gov,gen_cf,0.624,0.376,239
59,0,0,10th,7,30,Married-civ-spouse,Protective-serv,White,Not-in-family,Male,Local-gov,gen_cf,0.706,0.294,239
59,0,0,10th,6,30,Married-civ-spouse,Sales,White,Husband,Female,Private,gen_cf,0.804,0.196,239
59,2354,112,10th,6,23,Married-AF-spouse,Other-service,White,Wife,Female,Self-emp-inc,gen_cf,0.83,0.17,239
59,0,0,10th,6,38,Married-civ-spouse,Protective-serv,White,Own-child,Female,Local-gov,gen_cf,0.676,0.324,239
67,1256,0,10th,6,30,Married-civ-spouse,Other-service,White,Husband,Female,State-gov,gen_cf,0.898,0.102,239
61,1949,0,10th,6,34,Never-married,Other-service,White,Own-child,Female,Private,gen_cf,0.956,0.044,239
59,0,0,10th,6,30,Married-AF-spouse,Other-service,White,Not-in-family,Female,Self-emp-not-inc,gen_cf,0.99,0.01,239
59,1653,60,9th,6,55,Married-civ-spouse,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.812,0.188,239
59,2288,211,10th,6,30,Married-civ-spouse,Armed-Forces,White,Unmarried,Female,Local-gov,gen_cf,0.732,0.268,239
53,0,0,10th,6,36,Married-spouse-absent,Other-service,White,Unmarried,Male,Private,gen_cf,0.97,0.03,239
59,1256,0,HS-grad,6,30,Divorced,Other-service,White,Own-child,Female,Local-gov,gen_cf,0.992,0.008,239
57,0,0,10th,6,55,Married-spouse-absent,Other-service,White,Unmarried,Female,Private,gen_cf,0.796,0.204,239
59,1825,0,10th,6,47,Married-civ-spouse,Other-service,White,Unmarried,Male,Local-gov,gen_cf,0.818,0.182,239
59,0,0,10th,6,30,Married-spouse-absent,Other-service,White,Wife,Female,Local-gov,gen_cf,0.956,0.044,239
41,3691,152,10th,6,30,Never-married,Other-service,White,Unmarried,Female,Private,gen_cf,0.982,0.018,239
59,0,119,10th,6,19,Married-spouse-absent,Other-service,White,Unmarried,Female,Private,gen_cf,0.992,0.008,239
59,0,0,HS-grad,6,30,Divorced,Tech-support,White,Unmarried,Female,Local-gov,gen_cf,0.972,0.028,239
59,1873,765,10th,6,37,Married-spouse-absent,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.932,0.068,239
35,0,42,10th,6,30,Married-civ-spouse,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.926,0.074,239
59,0,0,10th,6,21,Married-civ-spouse,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.932,0.068,239
59,1993,0,10th,6,30,Married-spouse-absent,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.992,0.008,239
59,0,0,10th,6,30,Married-civ-spouse,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.928,0.072,239
59,0,0,10th,5,47,Widowed,Other-service,White,Unmarried,Female,Private,gen_cf,0.902,0.098,239
43,1199,0,10th,6,39,Widowed,Other-service,White,Wife,Female,Private,gen_cf,0.938,0.062,239
59,3072,139,10th,6,55,Widowed,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.808,0.192,239
59,0,0,HS-grad,6,25,Widowed,Other-service,White,Unmarried,Female,Without-pay,gen_cf,0.986,0.014,239
59,4020,342,10th,6,43,Widowed,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.832,0.168,239
58,0,60,Some-college,6,30,Widowed,Other-service,White,Unmarried,Female,Private,gen_cf,0.986,0.014,239
59,0,475,10th,6,42,Widowed,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.846,0.154,239
53,1019,0,Doctorate,6,30,Widowed,Other-service,White,Unmarried,Female,Private,gen_cf,0.758,0.242,239
59,0,0,7th-8th,4,30,Widowed,Other-service,White,Unmarried,Female,Private,gen_cf,0.964,0.036,239
59,0,0,10th,6,39,Separated,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.994,0.006,239
44,0,0,10th,6,30,Widowed,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.972,0.028,239
59,0,0,10th,6,36,Widowed,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.986,0.014,239
61,0,0,10th,6,30,Widowed,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.98,0.02,239
58,0,0,10th,6,30,Widowed,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.99,0.01,239
59,0,0,10th,6,30,Widowed,Other-service,White,Unmarried,Female,Local-gov,gen_cf,0.994,0.006,239
43,0,0,HS-grad,9,40,Married-civ-spouse,Handlers-cleaners,Black,Husband,Male,Private,x_interest,0.89,0.11,261
51,0,583,HS-grad,9,65,Married-civ-spouse,Tech-support,White,Husband,Male,Without-pay,gen_cf,0.462,0.538,261
43,1438,0,HS-grad,9,51,Married-civ-spouse,Protective-serv,White,Husband,Male,Without-pay,gen_cf,0.422,0.578,261
63,1438,0,HS-grad,9,50,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,State-gov,gen_cf,0.788,0.212,261
43,3360,0,HS-grad,9,52,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.54,0.46,261
43,1705,0,HS-grad,9,55,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.68,0.32,261
43,0,0,HS-grad,9,40,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,1,0,261
43,0,0,HS-grad,9,50,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.724,0.276,261
61,276,0,HS-grad,9,40,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,Self-emp-not-inc,gen_cf,0.898,0.102,261
43,1446,0,HS-grad,9,37,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.798,0.202,261
43,2149,0,HS-grad,9,40,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.838,0.162,261
43,1705,0,HS-grad,9,40,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.838,0.162,261
